TOTAL POI INVENTORY & CRITICAL WEIGHT ANALYSIS 2026
==========================================================================================

CITY: BIALYSTOK
Total recognized POI types: 79
------------------------------------------------------------------------------------------
POI Type                       | Tier                 | Cnt   | Weight (Final) 
prison                         | T2_STRATEGIC_HUB     |     4 |      2554754.12
school                         | T2_STRATEGIC_HUB     |   362 |      1845493.60
social_facility                | T2_STRATEGIC_HUB     |    73 |      1612491.62
mall                           | T2_STRATEGIC_HUB     |    59 |      1612020.76
department_store               | T2_STRATEGIC_HUB     |    15 |      1528219.57
supermarket                    | T2_STRATEGIC_HUB     |   301 |      1311118.77
police                         | T2_STRATEGIC_HUB     |    37 |      1287494.71
townhall                       | T2_STRATEGIC_HUB     |    32 |      1146027.67
courthouse                     | T2_STRATEGIC_HUB     |    16 |      1145002.85
fire_station                   | T2_STRATEGIC_HUB     |   112 |      1114965.94
government                     | T2_STRATEGIC_HUB     |   111 |       681748.65
water_park                     | T3_LOCAL_CORE        |     7 |       215237.88
kindergarten                   | T3_LOCAL_CORE        |   316 |       152485.33
nursing_home                   | T3_LOCAL_CORE        |    11 |       140189.11
sports_hall                    | T3_LOCAL_CORE        |    16 |       139019.04
theatre                        | T3_LOCAL_CORE        |    26 |       123431.36
music_school                   | T3_LOCAL_CORE        |     3 |       120853.84
swimming_pool                  | T3_LOCAL_CORE        |    74 |        80429.40
cinema                         | T3_LOCAL_CORE        |    13 |        71864.41
language_school                | T3_LOCAL_CORE        |    15 |        71617.66
driving_school                 | T3_LOCAL_CORE        |    23 |        70880.87
clinic                         | T3_LOCAL_CORE        |    64 |        69119.52
library                        | T3_LOCAL_CORE        |   104 |        68286.44
dentist                        | T3_LOCAL_CORE        |   159 |        67560.46
doctors                        | T3_LOCAL_CORE        |   213 |        67062.39
park                           | T4_DAILY_SERVICE     |   222 |        20594.18
place_of_worship               | T4_DAILY_SERVICE     |   224 |        11379.59
fuel                           | T4_DAILY_SERVICE     |   193 |         9553.02
garden                         | T4_DAILY_SERVICE     |  2089 |         9109.97
bicycle_rental                 | T4_DAILY_SERVICE     |    48 |         7719.87
bureau_de_change               | T4_DAILY_SERVICE     |    31 |         7036.66
hardware                       | T4_DAILY_SERVICE     |    31 |         7036.66
charging_station               | T4_DAILY_SERVICE     |    47 |         6965.03
electronics                    | T4_DAILY_SERVICE     |    60 |         6923.04
furniture                      | T4_DAILY_SERVICE     |    78 |         6877.98
pet                            | T4_DAILY_SERVICE     |    81 |         6871.50
optician                       | T4_DAILY_SERVICE     |    85 |         6863.23
shoes                          | T4_DAILY_SERVICE     |    86 |         6861.22
post_office                    | T4_DAILY_SERVICE     |   100 |         6835.36
florist                        | T4_DAILY_SERVICE     |   150 |         6765.99
butcher                        | T4_DAILY_SERVICE     |   167 |         6747.67
bank                           | T4_DAILY_SERVICE     |   180 |         6734.89
bakery                         | T4_DAILY_SERVICE     |   251 |         6678.37
pharmacy                       | T4_DAILY_SERVICE     |   375 |         6610.57
clothes                        | T4_DAILY_SERVICE     |   514 |         6557.82
convenience                    | T4_DAILY_SERVICE     |   852 |         6474.58
arts_centre                    | T5_SPEC_GASTRO       |    21 |          908.77
car_wash                       | T5_SPEC_GASTRO       |   154 |          832.17
food_court                     | T5_SPEC_GASTRO       |     3 |          743.94
nightclub                      | T5_SPEC_GASTRO       |    14 |          717.37
community_centre               | T5_SPEC_GASTRO       |    33 |          702.59
pub                            | T5_SPEC_GASTRO       |    45 |          697.25
bar                            | T5_SPEC_GASTRO       |    52 |          694.76
chemist                        | T5_SPEC_GASTRO       |    98 |          683.88
beauty                         | T5_SPEC_GASTRO       |   128 |          679.31
cafe                           | T5_SPEC_GASTRO       |   145 |          677.18
company                        | T5_SPEC_GASTRO       |   158 |          675.71
fast_food                      | T5_SPEC_GASTRO       |   224 |          669.77
car_repair                     | T5_SPEC_GASTRO       |   245 |          668.25
hairdresser                    | T5_SPEC_GASTRO       |   284 |          665.74
restaurant                     | T5_SPEC_GASTRO       |   557 |          654.45
playground                     | T6_MICRO_INFRA       |  1388 |            9.77
fountain                       | T6_MICRO_INFRA       |    91 |            7.13
newsagent                      | T6_MICRO_INFRA       |    26 |            7.07
vending_machine                | T6_MICRO_INFRA       |   128 |            6.79
kiosk                          | T6_MICRO_INFRA       |   153 |            6.76
toilets                        | T6_MICRO_INFRA       |   182 |            6.73
picnic_table                   | T6_MICRO_INFRA       |   302 |            6.65
atm                            | T6_MICRO_INFRA       |   337 |            6.63
parcel_locker                  | T6_MICRO_INFRA       |   914 |            6.46

==========================================================================================

CITY: LOMZA
Total recognized POI types: 68
------------------------------------------------------------------------------------------
POI Type                       | Tier                 | Cnt   | Weight (Final) 
------------------------------------------------------------------------------------------
station                        | T0_MEGA_HUB          |     2 |     40483522.62
hospital                       | T1_REGIONAL_MAGNET   |     2 |     21461393.34
stadium                        | T1_REGIONAL_MAGNET   |     1 |     21000341.95
college                        | T1_REGIONAL_MAGNET   |     1 |      5719259.19
university                     | T1_REGIONAL_MAGNET   |     2 |      5623398.01
school                         | T2_STRATEGIC_HUB     |    32 |      1438697.90
mall                           | T2_STRATEGIC_HUB     |     6 |      1280806.86
courthouse                     | T2_STRATEGIC_HUB     |     2 |      1176407.31
fire_station                   | T2_STRATEGIC_HUB     |     3 |       937542.90
supermarket                    | T2_STRATEGIC_HUB     |    32 |       890941.23
government                     | T2_STRATEGIC_HUB     |    11 |       827344.40
social_facility                | T2_STRATEGIC_HUB     |     3 |       556739.94
townhall                       | T2_STRATEGIC_HUB     |     3 |       556739.94
police                         | T2_STRATEGIC_HUB     |     3 |       556739.94
sports_hall                    | T3_LOCAL_CORE        |     2 |       132978.36
swimming_pool                  | T3_LOCAL_CORE        |     3 |       119855.70
theatre                        | T3_LOCAL_CORE        |     1 |       105054.88
cinema                         | T3_LOCAL_CORE        |     1 |       103146.19
kindergarten                   | T3_LOCAL_CORE        |    33 |        85399.38
driving_school                 | T3_LOCAL_CORE        |     1 |        84462.22
dentist                        | T3_LOCAL_CORE        |     2 |        56233.98
clinic                         | T3_LOCAL_CORE        |     3 |        55673.99
library                        | T3_LOCAL_CORE        |     3 |        55673.99
doctors                        | T3_LOCAL_CORE        |     5 |        54969.86
park                           | T4_DAILY_SERVICE     |    23 |        12170.92
hardware                       | T4_DAILY_SERVICE     |     2 |        10228.18
garden                         | T4_DAILY_SERVICE     |     4 |         9231.59
